pref,code,handle,name_ja,population,status,source_type,granularity,core_missing,difficulty,license,yearend,district_unit,district_count_approx,schedule_url,calendar_urls,verify_sources,surveyed_at,notes
tokyo,13220,higashiyamato,東大和市,85022,,pdf,dates,,3,proprietary-site,unknown,地区 (4地区),4,https://www.city.higashiyamato.lg.jp/kurashi/gomirecycle/1001937.html,https://www.city.higashiyamato.lg.jp/_res/projects/default_project/_page_/001/001/937/2025_2026imokubo.pdf；https://www.city.higashiyamato.lg.jp/_res/projects/default_project/_page_/001/001/937/2025_2026kohan.pdf；https://www.city.higashiyamato.lg.jp/_res/projects/default_project/_page_/001/001/937/2025_2026sayama.pdf；https://www.city.higashiyamato.lg.jp/_res/projects/default_project/_page_/001/001/937/2025_2026nakahara.pdf,calendar-pdf-text；bunbetsu-guide-pdf；app,2026-07-18,"令和7年(2025)10月〜令和8年(2026)9月版「ごみ排出カレンダー」。市内4地区、各地区別PDF (全て実測HTTP 200): imokubo(芋窪/蔵敷/上北台/立野) / kohan(湖畔=向原・南街・清水ほか) / sayama(狭山) / nakahara(中原・向原・桜が丘)。 各地区に通常版 + 粗大用 kani_版 (2025_2026kani_*.pdf) の2種。 ★実測 (2026-07-18): imokubo.pdf(3.9MB) テキスト層あり(29524字)、日付入り通年カレンダー=granularity dates, difficulty 3 (カレンダーグリッドのレイアウトパース要)。品目・有料指定袋・減免制度の解説付き。 収集曜日オープンデータ・CSV/JSONは無し。分別ガイド bunbetu2025.pdf (テキスト層あり) と分別アプリ・AIナビが検証源。 年末年始はページ本文に記載なし=要カレンダーPDF内確認。市サイトCC宣言なし=事実データ抽出整理。課: 環境対策課ごみ減量係。"
tokyo,13221,kiyose,清瀬市,76157,,pdf,dates,,3,proprietary-site,calendar-explicit,地区,6,https://www.city.kiyose.lg.jp/kurashi/gomi/gomi/1013539.html,https://www.city.kiyose.lg.jp/_res/projects/default_project/_page_/001/013/539/2026sitajyukutou.pdf,course-pdf-cross,2026-07-18,一次ソースは「令和8年度ごみ・資源物収集カレンダー」(kurashi/gomi/gomi/1013539.html)配下の 地区別カレンダーPDF。6地区(①下宿・旭が丘・中里4〜6丁目/②上清戸・中清戸・下清戸/③中里3丁目/ ④元町1丁目/⑤元町2丁目・中里1・2丁目・野塩・梅園/⑥松山・竹丘)、URLは /_res/…/001/013/539/2026<地区>.pdf。 テキスト層あり(pdftotext 成功、29842字)、日付入り通年カレンダー(令和8年4月〜令和9年3月、日〜土グリッドに 可燃/不燃/容器包装プラスチック/ペットボトル等を配置)で granularity=dates。全域おおむね共通パターン (燃えるごみ=月木/資源=火金/プラ=金/古紙古布=火 が基調、地区差は要精査)。 ※旧「地区別収集表」tikubetu.pdf(/001/003/808/)は画像PDF(pdftotext=2字)なので使わず、R8カレンダーPDFを一次にする。 年末年始は「年末年始を除き、収集日前日・当日が祝日でも収集」と明記、年度版カレンダーに実日付反映=calendar-explicit。 収集曜日CSV/JSON・テキスト版は未発見。ライセンス明示なし=proprietary-site。 difficulty 3(機械可読PDFグリッドのセル対応パースが主コスト)。
tokyo,13222,higashikurume,東久留米市,116809,,html,weekday-rules,,2,unknown,december-announce,"地区 (東地域 / 西地域, 各地区内は町丁で構成)",2,https://www.city.higashikurume.lg.jp/kurashi/kankyo/shigen/1018874/1000817.html,https://www.city.higashikurume.lg.jp/_res/projects/default_project/_page_/001/000/817/gomi_karennda.pdf,OD分別辞典CSV (opendata.metro.tokyo.lg.jp/higashikurume/132225_higashikurumeshi_garbage_separate.csv)；ごみサク分別辞典 (https://www.gomisaku.jp/0069/)；ごみカレンダー.com (https://gomi-calendar.com/tokyo/higashikurume/),2026-07-18,"収集日程はHTMLページ 1000817.html(HTTP200, <table>0個, テキスト/リスト形式)とテキスト層付きPDF gomi_karennda.pdf(HTTP200, application/pdf, 351606B, pdftotext82行, 日付なし恒久カレンダー)で提供。 2地区制=東地域(氷川台/金山町/上の原/神宝町/大門町/東本町/新川町/浅間町/本町/学園町/ひばりが丘団地/南沢/中央町 の13町丁)・ 西地域(小山/幸町/野火止/八幡町/下里/南町/前沢/弥生/滝山/柳窪 の10町丁)。 曜日ルール例: 東地域=月:容器包装プラ・PET/火:燃やせるごみ・びん/水:燃やせないごみ・有害/木:缶・紙・布/金:燃やせるごみ・びん。 西地域=月火が入替+金:缶・紙・布。収集曜日のCSV/JSONは不在(OD配布ドメインにあるCSVは 132225_higashikurumeshi_garbage_separate.csv=品目別分別辞典1109行UTF-8BOM、schedule系名8パターン試行全404)。 年末年始は祝日ページ1024838.htmlで「決まり次第掲載」=随時告知。HTMLに<table>が無いためPDFのテキスト層の方が 地区↔町丁↔曜日の対応が取りやすい(source_typeはpdfも実用候補)。catalog.data.metro.tokyo.lg.jpはWebSearch経由でのみ到達(CLI 403想定)。 ライセンス: 分別CSVはCC-BY-4.0だが収集日程ページ/PDF自体のライセンス明記は未確認。 【統括正規化】license: CC-BY は市OD分別CSVのもので収集日程ソース自体は unknown。"
tokyo,13223,musashimurayama,武蔵村山市,70516,,image-pdf,dates,,4,unknown,calendar-explicit,町丁目・集合住宅の棟番号,4,https://www.city.musashimurayama.lg.jp/kurashi/gomi/1016435/1016460/1016472.html,https://www.city.musashimurayama.lg.jp/_res/projects/default_project/_page_/001/016/472/2026a_course.pdf；https://www.city.musashimurayama.lg.jp/_res/projects/default_project/_page_/001/016/472/2026b_course.pdf；https://www.city.musashimurayama.lg.jp/_res/projects/default_project/_page_/001/016/472/2026c_course.pdf；https://www.city.musashimurayama.lg.jp/_res/projects/default_project/_page_/001/016/472/2026d_course.pdf,4地区PDF相互照合 (a/b/c/dコースの地区割・収集日整合性)；武蔵村山市ごみ分別アプリ (公式無償配信。カレンダーを日/週/月表示。PDFと同一データ想定)；年末年始のごみ収集ページ (令和7年度年末年始のごみ等収集予定表PDF),2026-07-18,"公式カレンダーページ (1016472.html, HTTP200) に地区別PDF 4本 (2026a〜d_course.pdf) を掲載。対象期間は令和7年10月〜令和8年9月。 a.pdf を取得 (HTTP200, 4.6MB) し pdftotext したがテキスト層はほぼ皆無 (約20文字) = 画像PDF。OCRまたは転記が必要なため difficulty=4。 地区割は4コース、単位は町丁目＋集合住宅(緑が丘)の棟番号 (例: 2026a=伊奈平・残堀・三ツ藤1・2丁目・緑が丘33/41/45〜50号棟等)。 granularity=dates: カレンダーは1年分の具体的収集日を示す形式 (曜日ルールの単純テーブルではない)。 yearend=calendar-explicit: 年間カレンダーが10月〜翌9月で年末年始期間を内包。加えて別途「令和7年度年末年始のごみ等収集予定表」PDFを毎年公開 (電子申請の記述から令和7/12/25〜令和8/1/4頃が休止期間と推定)。祝日収集の有無は本調査では明記を未確認。 オープンデータ: 市オープンデータページ (opendata/index.html) および都カタログ組織ページ t132233 を確認したが、ごみ収集曜日/日程のCSV/JSONは発見できず (収集日程のODは無しと判断)。都カタログ本体はCLIでCloudFront想定のため未直取得。 ライセンス: カレンダーPDFは市サイト掲載物でOD配布ではなく、明示ライセンス表示を確認できず unknown。 検証源: 第三者サイト zenkoku.mond.jp は「情報作成中」で収集頻度のみ・日付/曜日未掲載のため検証源として不適。主検証は4PDF相互照合＋公式分別アプリ。 population=70465 は公式 jinkou202511.pdf (令和7年11月) の総数。"
tokyo,13224,tama,多摩市,148612,,pdf,dates,,3,proprietary-site,calendar-explicit,色分け地区(町丁目を4地区=黄/オレンジ/緑/青に割当),4,https://www.city.tama.lg.jp/kurashi/gomi/shushu/1019650.html,https://www.city.tama.lg.jp/kurashi/gomi/shushu/1019650.html；https://www.city.tama.lg.jp/_res/projects/default_project/_page_/001/019/650/kiiro4-6.pdf；https://www.city.tama.lg.jp/_res/projects/default_project/_page_/001/019/650/kinenkan.pdf；https://www.city.tama.lg.jp/_res/projects/default_project/_page_/001/019/650/kiirohyousi.pdf,民間ごみカレンダーサイト(ゴミの日.com/zenkoku.mond.jp)；町名別割当(表紙記載)；OD品目別索引CSV(分別種別の裏取り),2026-07-18,"令和8年度(2026/4-2027/3)版カレンダーを市公式サイトが配布。地区は町丁目を4色(黄/オレンジ/緑/青)に区分し、 各地区ごとに「表紙+四半期PDF(4-6/7-9/10-12/1-3)+年間カレンダー(kinenkan.pdf)」の構成。 四半期PDF(例 kiiro4-6.pdf, 8.4MB, http200)は月別カレンダーグリッドに実日付+品目(燃やせるごみ/プラスチック/ 缶・ペットボトル/びん/新聞古布/小型家電金属/燃やせないごみ有害性ダンボール等)を明記し、pdffontsで埋込サブセット フォント(ShinMGoPro/UDShinGo等)、pdftotext -layoutでテキスト抽出成功→機械可読(dates)。表紙PDFは デザイン重視でテキストが錯綜するが四半期本体は表形式で読める。祝日は「昭和の日 収集はお休み」等グリッド内に 日付付きで明示されるため年末年始も同様に calendar-explicit と判断。難易度3: テキスト層はあるがカレンダー グリッドのレイアウト解析(日付セルと品目の対応付け)が必要、かつ4地区×5PDF=約20ファイルを跨ぐ。 オープンデータ: 東京都カタログに多摩市org(t132241)あり品目別索引CSV (…/001/012/082/132241_tamashi_garbage_separate.csv, city.tama.lg.jpドメイン配布で取得可)を公開するが、 これは品目→分別種別の索引であり収集""日""データではない。カタログサイト本体はCLI/WebFetchともCloudFront 403で 未確認(注意書き通り)。収集曜日/日付のOD(CSV/JSON)は現時点で確認できず→PDFが一次ソース。ライセンス: PDFは 市サイト掲載で明示のCC表記を確認できずproprietary-site。品目索引CSVはCC系との一般記述があるが未検証のためここでは PDF基準で判定。人口: 約14.7万(2020国勢調査147,648の概数、要確認)。"
tokyo,13225,inagi,稲城市,95110,,pdf,dates,,3,proprietary-site,calendar-explicit,"地区 (地域名, 町名・番地で振分)",11,https://www.city.inagi.tokyo.jp/kurashi/gomi/1013699.html,https://www.city.inagi.tokyo.jp/_res/projects/default_project/_page_/001/013/699/yanokuchi-r8.pdf；https://www.city.inagi.tokyo.jp/_res/projects/default_project/_page_/001/013/699/kyoutsu-r8.pdf,region-pdf-item-table；unofficial-portal；app,2026-07-18,"一次ソースは地区別ごみカレンダーPDF (令和8年度=2026/4〜2027/3, 11地区+共通=計12本)。 URLパターン: .../001/013/699/<name>-r8.pdf (矢野口 yanokuchi / 東長沼 higashinaganuma / 大丸 oomaru / 百村 momura / 坂浜 sakahama / 平尾 hirao / 平尾賃貸 hirao_chintai / 押立 oshitate / 向陽台 koyodai / 長峰 nagamine / 若葉台 wakabadai / 共通 kyoutsu)。CLI 200 取得可 (yanokuchi 実測3.7MB)。 pdftotext -layout でテキスト層あり (約46,753字)。月別グリッドカレンダーで各日付に品目名 (燃える/びん/ ガラス類・陶磁器類 等) と祝日名 (昭和の日等) が入る=日付入り通年 (granularity=dates)。 ただしグリッドレイアウトのため曜日×品目マッピングに位置解析が必要=difficulty 3。 CSV/JSON/テキスト版カレンダーは未発見。東京都ODカタログにも稲城市の収集曜日リソースは確認できず。 ライセンス: OD明示なし。""Copyright © Inagi City. All Rights Reserved."" (索引ページに制作委託者表記あり)。 地区割: 地区(地域名)ベース、町名・番地で振分 (例 東長沼3100番地以降・南山東部区画整理地内→百村、平尾住宅1〜41号棟→平尾賃貸)。約11地区。 年末年始: 通年グリッドの Dec2026・Jan2027 ページに実日付で明示 (calendar-explicit)。 検証源: 各PDF内「ごみ・資源物の出し方一覧表」同梱で相互検証可、非公式ポータル (portal.inagi-info.com, 出典非公開)、 ごみサク (0276, 品目のみ)、稲城ごみ分別アプリ (公式推奨)。"
tokyo,13227,hamura,羽村市,53953,,pdf,weekday-rules,,2,unknown,calendar-explicit,地区,12,https://www.city.hamura.tokyo.jp/cmsfiles/contents/0000002/2643/sigenoyobigomi.pdf,https://www.city.hamura.tokyo.jp/0000016166.html；https://www.city.hamura.tokyo.jp/0000002643.html,https://www.city.hamura.tokyo.jp/cmsfiles/contents/0000016/16166/07_sinmei3_4.pdf；https://www.city.hamura.tokyo.jp/category/1-8-18-0-0-0-0-0-0-0.html,2026-07-18,"ドメインは www.city.hamura.tokyo.jp (HTTP200確認)。lg.jp は不使用。 本命ソースは「資源及びごみを出す日(地区別)一覧表」PDF sigenoyobigomi.pdf。 pdftotext でテキスト層あり (実取得・実読取確認)。全12地区を1枚にまとめた曜日ルール表で、 カテゴリは 資源A / 資源B(硬質プラ・ペットボトル・金属) / 燃やせるごみ / 燃やせないごみ / 有害ごみ。 ルールは「毎週X曜日」「毎月第2・第4X曜日」「毎月第1X曜日」等の序数曜日で完全記述 → weekday-rules で機械化可能。 12地区: 川崎/玉川/清流, 羽東, 羽中, 羽加美/羽西, 小作台, 神明台一二丁目, 神明台三四丁目, 双葉町/緑ヶ丘三丁目/羽武蔵野/五ノ神武蔵野/川崎武蔵野, 富士見平, 五ノ神, 緑ヶ丘一二四五丁目, 栄町(0000016166の12PDFに対応)。 カレンダーは 0000016166.html に地区別PDF (令和7年度: 4-9月/10-3月の半期月グリッド, 2026年度版も併掲)。 これらのカレンダーPDFもテキスト層あり(sinmei3_4で確認)、実日付グリッドなので年末年始休止も明示される想定 → yearend=calendar-explicit(月グリッドPDF準拠、ただし12月休止日そのものは未精読)。 収集オープンデータ(CSV/JSON)は HTMLソース grep で発見できず(.csv/.json 参照なし)。東京都カタログ側のリソース実体も未確認。 ライセンスは公式サイト利用規約未確認のため unknown。 難易度2: 単一テキスト層PDFに全地区の曜日ルールが構造的にまとまり、日本語序数のパースのみ。"
tokyo,13228,akiruno,あきる野市,78460,,pdf,dates,,3,proprietary-site,calendar-explicit,地区 (A〜F),6,https://www.city.akiruno.tokyo.jp/0000019941.html,https://www.city.akiruno.tokyo.jp/cmsfiles/contents/0000019/19941/A202604-202803.pdf；https://www.city.akiruno.tokyo.jp/cmsfiles/contents/0000019/19941/B202604-202803.pdf；https://www.city.akiruno.tokyo.jp/cmsfiles/contents/0000019/19941/C202604-202803.pdf；https://www.city.akiruno.tokyo.jp/cmsfiles/contents/0000019/19941/D202604-202803.pdf；https://www.city.akiruno.tokyo.jp/cmsfiles/contents/0000019/19941/E202604-202803.pdf；https://www.city.akiruno.tokyo.jp/cmsfiles/contents/0000019/19941/F202604-202803-.pdf,calendar-pdf-text；chikubetsu-html,2026-07-18,"★新カレンダー (2026年4月〜2028年3月, 2年分) が最新版。市内6地区 A〜F。地区別PDF (実測HTTP 200): A=菅生・草花・秋川三丁目9番地ほか / B〜F は住所割当 (地区別収集日ページ 0000004819.html で対応)。 ★実測 (2026-07-18): A202604-202803.pdf(4.6MB) テキスト層あり(21374字)、日付入り通年(2年)カレンダー=granularity dates。 「リチウムイオン電池は有害ごみ」等の注記付き。難所はカレンダーグリッドのレイアウトパース=difficulty 3。 地区別収集日ページに「月〜金(祝日・年末年始を除く)」の記載=年末年始はカレンダー面に反映(calendar-explicit)。 収集曜日オープンデータ・CSV/JSONは無し。旧版 (2024-2026, C_calendar202404_202603.pdf) は現在404 (新版に置換)。 非公式 akizuki検索CGI (akizuki.xsrv.jp) が地区別収集日を提供するが出典・機械可読データ記載なし。 市サイトCC宣言なし=事実データ抽出整理。課: 環境農林部生活環境課清掃・リサイクル係。"
tokyo,13229,nishitokyo,西東京市,207812,,txt,dates,,2,proprietary-site,calendar-explicit,地域,8,https://www.city.nishitokyo.lg.jp/kurasi/gomi_recycle/gomi-calebder/gomicalender_exel/index.html,https://www.city.nishitokyo.lg.jp/kurasi/gomi_recycle/gomi-calebder/gomicalender_exel/111.html；https://www.city.nishitokyo.lg.jp/kurasi/gomi_recycle/gomi-calebder/999.html,pdf-calendar,2026-07-18,★好条件。一次ソースは「ごみ・資源物収集カレンダー(テキスト版)」= 地域別HTMLページ (gomicalender_exel/111.html〜、地域番号1〜8)。調布のテキスト版カレンダーと同種で、 「日付・曜日・品目」を列挙した日付入り通年テキスト(令和7年10月〜令和8年9月の1年、年度でなく10月起点)。 年末年始も明示(2025/12/29〜31・2026/1/1〜2 は収集なし)=calendar-explicit。granularity=dates、difficulty 2。 地域は8(1=田無町・西原町・芝久保町5丁目/2=緑町・谷戸町1・2丁目・北原町・ひばりが丘/ 3=谷戸町3丁目・東町・泉町・住吉町/7=南町・芝久保町1〜4丁目 …)。分別: びん・スプレー缶・ライター・古紙古布/ 可燃・せん定枝/不燃・有害危険物/等。補助/検証: PDF版カレンダー(999.html)。 収集曜日CSV/JSONは未発見(ページに.txt/.xls/.csv直リンクは無く、テキストはHTML本文として提供)。 ごみ分別アプリ・分別辞典(gomisaku.jp/0017)あり。ライセンス明示なし=proprietary-site。
tokyo,13303,tokyo-mizuho-town,瑞穂町,31893,,image-pdf,dates,,4,proprietary-site,calendar-explicit,地区,10,https://www.town.mizuho.tokyo.jp/kurashi/005/009/p006693.html,https://www.town.mizuho.tokyo.jp/kurashi/005/009/p006693_d/fil/5-1.pdf；https://www.town.mizuho.tokyo.jp/kurashi/005/009/p006693_d/fil/5-2.pdf；https://www.town.mizuho.tokyo.jp/kurashi/005/009/p006693_d/fil/5-3.pdf；https://www.town.mizuho.tokyo.jp/kurashi/005/009/p006693_d/fil/5-4.pdf；https://www.town.mizuho.tokyo.jp/kurashi/005/009/p006693_d/fil/5-5.pdf；https://www.town.mizuho.tokyo.jp/kurashi/005/009/p006693_d/fil/5-6.pdf；https://www.town.mizuho.tokyo.jp/kurashi/005/009/p006693_d/fil/5-7.pdf；https://www.town.mizuho.tokyo.jp/kurashi/005/009/p006693_d/fil/5-8.pdf；https://www.town.mizuho.tokyo.jp/kurashi/005/009/p006693_d/fil/5-9.pdf；https://www.town.mizuho.tokyo.jp/kurashi/005/009/p006693_d/fil/4-10.pdf,"od-csv-separate-rule (opendata.metro.tokyo.lg.jp/mizuho/133035_mizuhomachi_garbage_separate_rule.csv, 分別のみ)；bunbetsu-jiten-pdf (p000612_d/fil/honbun.pdf, テキスト層あり)；gomi-calendar.com/tokyo/nishitama-mizuho/ (第三者)",2026-07-18,"一次ソースは公式カレンダーページ p006693.html (curl 200 text/html 94851)。地区別のごみ・資源物収集カレンダーPDFを 10地区分配布 (5-1.pdf〜5-9.pdf + 4-10.pdf)。地区対応=1:安住町・表町・仲町・中芝町 / 2:東砂町・西砂町・丸町・神明町・表東町・表上町・上仲町・旭町 / 3:東一〜九丁目 / 4:西一丁目・中三丁目・西三丁目 / 5:富士山町・松山町・栗原町 / 6:二本木町・駒形町・高根町 / 7:長岡町・東長岡町・春日町・愛宕町・水保町 / 8:松原町 / 9:南平町・旭が丘 / 10:さかえ町・富士見町。各PDFは curl 200 application/pdf・約7MB。 令和8年度 (2026.4.1〜2027.3.31) の年度カレンダーで年末年始も同一PDFに含まれ明示的 (calendar-explicit)。 pdftotextでテキスト層は約49KB抽出できるが、-layout でも月グリッド部・種別ラベルの多くが独自CIDフォントで文字化けし、 日付↔ごみ種別の対応表は機械的に復元不能。凡例語と曜日行は読めるが位置情報が失われるため実質OCR/手転記が必要 → 事実上 image-pdf 相当・difficulty 4。 収集曜日のCSV/JSON等の機械可読データは無し: opendata.metro.tokyo.lg.jp/mizuho/ には 133035_mizuhomachi_garbage_separate_rule.csv (curl 200 text/csv 1626, 分別ルールのみ・収集日情報なし) が存在するが、 collect系の収集日CSVは 404。カレンダーHTMLページ内にも .csv/.json 参照なし(grepでPDFリンクのみ)。 ライセンス: PDFは町サイト著作物で開放ライセンス表示なし=proprietary-site。ODのrule.csvは東京都OD標準だが本件スケジュールには非該当。 【統括実確認 2026-07-18】健全度検査 (かな漢字+ASCII比率 27.6%) で本体の日付グリッドが CID フォント化けと確認。エージェント判定 (実質画像PDF) どおり image-pdf に是正。杉戸と同じく「テキスト層はあるが実用不能」型。"
tokyo,13305,hinode-town,日の出町,15637,,image-pdf,dates,,4,unknown,calendar-explicit,町全体で曜日は共通 (粗大ごみのみ収集委託業者でA地区/B地区の2区分),2,https://www.town.hinode.tokyo.jp/0000004241.html,https://www.town.hinode.tokyo.jp/cmsfiles/contents/0000004/4241/R8kateiyou.pdf；https://www.town.hinode.tokyo.jp/0000000162.html,"HTML「ごみの出し方について」に曜日ルール記載 (可燃=毎週月木, 不燃=毎月1回火, 資源A=毎月2回水)；ごみ分別辞典PDF (https://www.town.hinode.tokyo.jp/cmsfiles/contents/0000000/162/shigenntogominobunnbetu.pdf)；ごみ分別検索module (https://www.town.hinode.tokyo.jp/module/garbage.php) ※品目→分別区分の辞書で収集日程データではない",2026-07-18,"処理主体は西秋川衛生組合(あきる野市・日の出町・檜原村の一部事務組合)。※プレイブック想定の「西多摩衛生組合(青梅・福生・羽村・瑞穂)」ではなく別組合。収集運搬は町が民間業者へ委託(粗大でA地区=クリーンエコロジー/B地区=藤谷産業と地区別)。 最有力の収集日程ソースは町公式「令和8年度【家庭用】資源とごみの収集カレンダー」PDF(R8kateiyou.pdf, 令和8年4月〜令和9年3月, 4.06MB)を curl で HTTP 200 取得成功。ただし pdftotext で抽出文字数20字≒テキスト層なし=画像PDFのため機械抽出不可(difficulty=4)。年間カレンダー形式なので年末年始休止日はPDF紙面に明示される想定(calendar-explicit)。 公式HTML「ごみの出し方について」には主要区分の曜日ルール(可燃=毎週月・木, 不燃=毎月1回火曜, 資源A=毎月2回水曜)が本文テキストで記載されており部分的に機械可読だが、資源B・ペットボトル・有害ごみ等の曜日と具体日付・地区差は本文に無くPDF依存。したがってgranularityは(カレンダー上は)dates相当だが自動取得はできない。 オープンデータ: 東京都ODカタログに日の出町の組織ページ(organization=t133051)は存在するが、CLI curl / WebFetch とも CloudFront 403で内容確認不可。WebSearch上では日の出町のごみ収集(収集曜日)標準ODデータセットは確認できず(検索でヒットしたt131113等は八王子市のデータ)。よってgomi収集のOD有無はunknown寄り(未確認)。 ライセンス: 収集カレンダーPDFは町サイト掲載物でライセンス表記未確認のためunknown。ODカタログ側は通例CC-BYだが当該gomiデータセット自体が未確認のため断定しない。 未確認点: (1)ODカタログ内に収集日程データセットがあるか(403で未確認), (2)画像PDF内の全区分の曜日・地区割・祝日収集可否・年末年始具体日。いずれも要ブラウザ/OCR。"
tokyo,13307,hinohara-vill,檜原村,1892,,pdf,dates,,3,proprietary-site,calendar-explicit,収集地区 (複数の集落を束ねた4収集ゾーン。各PDFに下元郷・数馬・本宿・和田等の集落名を列挙),4,https://www.vill.hinohara.tokyo.jp/0000000004.html,https://www.vill.hinohara.tokyo.jp/cmsfiles/contents/0000000/4/2026-1.pdf；https://www.vill.hinohara.tokyo.jp/cmsfiles/contents/0000000/4/2026-2.pdf；https://www.vill.hinohara.tokyo.jp/cmsfiles/contents/0000000/4/2026-3.pdf；https://www.vill.hinohara.tokyo.jp/cmsfiles/contents/0000000/4/2026-4.pdf,"民間ごみ回収業者の解説ページ (sfinter.com, otasukeusagi.jp, tokyo-kataduke110ban.com)",2026-07-18,"公式サイト「ごみ収集カレンダー」ページ (0000000004.html) から令和8年度カレンダーを地区別に4本のPDFで公開。 curl で4本とも取得成功 (各約4.7MB, 18ページ)。pdffonts で埋め込みフォント確認、pdftotext でテキスト層あり。 冒頭に「収集しない日:土曜・日曜・年末年始 (12/29～1/3)」「祝日も収集」を明記 (yearend=calendar-explicit)。 本体は月別カレンダーグリッドで実日付 (19,20,14,21,28…) に可燃ごみ/粗大ごみ/資源/缶・びん/ペットボトル/白色トレイ/ 有害ごみ/食用油等を割付 → granularity=dates。ただしテキスト層は抽出可だがグリッド由来で日付と品目の順序が バラバラに出力されるため、日付-品目の対応付けにはレイアウト解析が必要 (difficulty=3: 機械可読PDFだが構造復元に手間)。 CSV/JSON等のオープンデータ提供は無し。東京都ODカタログでの登録は未確認 (CLIがCloudFront 403のため深追いせず)。 ライセンスはフッタ「Copyright (C) Hinohara Village All Rights Reserved」でCC-BY等の明示なし → proprietary-site。 地区は集落名を4収集ゾーンに束ねた形式。人口は約1,900人 (小村) の一般知識ベースの概数、村統計未確認のため参考値。"
tokyo,13308,okutama-town,奥多摩町,4322,,pdf,dates,,3,proprietary-site,calendar-explicit,地区 (A/B/C/D),4,https://www.town.okutama.tokyo.jp/1/kankyoseibika/seikatsu_kankyo/1/666.html,https://www.town.okutama.tokyo.jp/material/files/group/9/2025A.pdf；https://www.town.okutama.tokyo.jp/material/files/group/9/2025B.pdf；https://www.town.okutama.tokyo.jp/material/files/group/9/2025C.pdf；https://www.town.okutama.tokyo.jp/material/files/group/9/2025D.pdf,dual-representation-in-pdf；guidebook-pdf,2026-07-18,"山間部の小規模町だが地区割は4分割で単純ではない。一次ソースは「奥多摩町ごみリサイクルカレンダー」地区別PDF (A/B/C/D 各1本)。URL: .../material/files/group/9/2025{A,B,C,D}.pdf、CLI 全て 200 取得可 (各1.2MB前後)。 pdftotext -layout でテキスト層あり。1PDF内に2表現を併載: (a)曜日規則表 (可燃=毎週月・木/不燃=第3水/ 資源紙布=火隔週/資源ビン缶=火隔週/有害・小型電子=第1水)、(b)日付入り月別グリッド (2025.4〜2026.3, 各日に品目ラベル)。 → granularity=dates (通年実日付)、かつ曜日規則表も併載で相互検証可 (verify: dual-representation)。 difficulty 3: テキスト層ありだがグリッドレイアウトの日付↔ラベル対応に整形処理要。 地区割: A=川井・大丹波・梅澤・丹三郎 / B=小丹波・棚澤 / C=白丸・大氷川・長畑・大沢・日原・海澤 / D=常磐・南氷川・栃久保・境・中山・小河内 等。曜日規則は地区で異なる。 ライセンス: OD非公開。""Copyright (c) 2022 Okutama Town. All Rights Reserved.""。都カタログでの配布も確認できず。 年末年始: 日付入りグリッドの12月末〜1月初に品目ラベル有無で収集有無判別可 (calendar-explicit)。持込施設は年末年始除く注記。 【注意】PDFは年度更新型でファイル名パターンが年度ごとに変わる (2025C.pdf / 旧 Calendar2023web_A.pdf)。 索引ページ (666.html) は WebFetch 404 (CMS移行の可能性) だがPDF直リンクは生存し収録に支障なし。"
tokyo,13361,tokyo-oshima-town,大島町,6500,,pdf,dates,,3,unknown,calendar-explicit,地区,6,https://www.town.oshima.tokyo.jp/soshiki/suidou/gomi2025.html,https://www.town.oshima.tokyo.jp/uploaded/attachment/8394.pdf；https://www.town.oshima.tokyo.jp/uploaded/attachment/8395.pdf；https://www.town.oshima.tokyo.jp/uploaded/attachment/8396.pdf；https://www.town.oshima.tokyo.jp/uploaded/attachment/8397.pdf；https://www.town.oshima.tokyo.jp/uploaded/attachment/8398.pdf；https://www.town.oshima.tokyo.jp/uploaded/attachment/8399.pdf,https://www.town.oshima.tokyo.jp/life/1/11/36/；https://www.nishi.or.jp/homepage/gomicalendar/calendar_c.html?date=2026-4&id=56,2026-07-18,一次ソースは公式サイト内「地区別ごみ収集カレンダー・分別表」(www.town.oshima.tokyo.jp/soshiki/suidou/gomi2025.html)。 2026年度版として6地区分の月別カレンダーPDF (attachment/8394〜8399.pdf) を掲載。 地区区分は集落単位で6つ: (1)元町1・2丁目/北の山/野増 (2)元町3・4丁目/岡田/泉津 (3)間伏 (4)差木地 (5)クダッチ (6)波浮港。 PDFはテキスト層あり (pdftotextで日付・分別区分を抽出確認済み)。1日単位の日付グリッドカレンダーで granularity=dates。 会計年度 (4月〜翌3月) を通した暦なので年末年始も同一カレンダー内に明示 → yearend=calendar-explicit。 分別区分: 可燃ごみ/金属ごみ/ビン・ガラス・瀬戸物/空き缶/ペットボトル/発泡スチロール。「収集しません」で祝日休止を明記。 難易度3: テキスト層PDFで抽出は容易だが、日付セルと分別ラベルの2次元グリッド構造をパースする必要があり、地区ごとに6ファイル。 オープンデータCSV/JSONはページ内に存在せず。東京都オープンデータカタログ(CLI 403)およびWebSearchでも島嶼部ごみ収集の構造化データは確認できず。 ライセンス: 公式サイトフッターに「Copyright (C) Oshima Town All rights reserved.」のみ。オープンデータライセンス明記なし → unknown。 検証時 curl はツール権限拒否のため WebFetch/WebSearch と保存済みPDFの pdftotext で確認。 注意: 「西宮市大島町」など同名の別地名が検索に混入するため要区別。
